id,igdb_id,twitch_id,name,datetime,view_count
115_4_19_20,115,21779,League of Legends,2023-04-19 20:01:54.249195+00:00,149422
2963_4_19_20,2963,29595,Dota 2,2023-04-19 20:01:54.249195+00:00,137896
121_4_19_20,121,27471,Minecraft,2023-04-19 20:01:54.249195+00:00,124460
1905_4_19_20,1905,33214,Fortnite,2023-04-19 20:01:54.249195+00:00,91492
3277_4_19_20,3277,263490,Rust,2023-04-19 20:01:54.249195+00:00,94063
114795_4_19_20,114795,511224,Apex Legends,2023-04-19 20:01:54.249195+00:00,49381
45517_4_19_20,45517,29452,Virtual Casino,2023-04-19 20:01:54.249195+00:00,49796
131800_4_19_20,131800,512710,Call of Duty: Warzone,2023-04-19 20:01:54.249195+00:00,41514
1911_4_19_20,1911,29307,Path of Exile,2023-04-19 20:01:54.249195+00:00,45757
123_4_19_20,123,18122,World of Warcraft,2023-04-19 20:01:54.249195+00:00,27764
119133_4_19_20,119133,512953,ELDEN RING,2023-04-19 20:01:54.249195+00:00,36569
18866_4_19_20,18866,491487,Dead by Daylight,2023-04-19 20:01:54.249195+00:00,15234
125174_4_19_20,125174,515025,Overwatch 2,2023-04-19 20:01:54.249195+00:00,19481
121_4_19_21,121,27471,Minecraft,2023-04-19 21:01:43.241298+00:00,298630
1020_4_19_21,1020,32982,Grand Theft Auto V,2023-04-19 21:01:43.241298+00:00,143214
1372_4_19_21,1372,32399,Counter-Strike: Global Offensive,2023-04-19 21:01:43.241298+00:00,195713
115_4_19_21,115,21779,League of Legends,2023-04-19 21:01:43.241298+00:00,162092
126459_4_19_21,126459,516575,VALORANT,2023-04-19 21:01:43.241298+00:00,121830
2963_4_19_21,2963,29595,Dota 2,2023-04-19 21:01:43.241298+00:00,117785
1905_4_19_21,1905,33214,Fortnite,2023-04-19 21:01:43.241298+00:00,89593
3277_4_19_21,3277,263490,Rust,2023-04-19 21:01:43.241298+00:00,86024
114795_4_19_21,114795,511224,Apex Legends,2023-04-19 21:01:43.241298+00:00,48730
45517_4_19_21,45517,29452,Virtual Casino,2023-04-19 21:01:43.241298+00:00,49968
131800_4_19_21,131800,512710,Call of Duty: Warzone,2023-04-19 21:01:43.241298+00:00,30342
1911_4_19_21,1911,29307,Path of Exile,2023-04-19 21:01:43.241298+00:00,34581
123_4_19_21,123,18122,World of Warcraft,2023-04-19 21:01:43.241298+00:00,27108
18866_4_19_21,18866,491487,Dead by Daylight,2023-04-19 21:01:43.241298+00:00,21513
159029_4_19_21,159029,780302568,XDefiant,2023-04-19 21:01:43.241298+00:00,25778
119133_4_19_21,119133,512953,ELDEN RING,2023-04-19 21:01:43.241298+00:00,27751
132181_4_19_21,132181,322503446,Resident Evil 4,2023-04-19 21:01:43.241298+00:00,25788
121_4_19_22,121,27471,Minecraft,2023-04-19 22:01:54.713239+00:00,370280
1372_4_19_22,1372,32399,Counter-Strike: Global Offensive,2023-04-19 22:01:54.713239+00:00,286863
1020_4_19_22,1020,32982,Grand Theft Auto V,2023-04-19 22:01:54.713239+00:00,160171
115_4_19_22,115,21779,League of Legends,2023-04-19 22:01:54.713239+00:00,166499
126459_4_19_22,126459,516575,VALORANT,2023-04-19 22:01:54.713239+00:00,119360
1905_4_19_22,1905,33214,Fortnite,2023-04-19 22:01:54.713239+00:00,88251
2963_4_19_22,2963,29595,Dota 2,2023-04-19 22:01:54.713239+00:00,83962
114795_4_19_22,114795,511224,Apex Legends,2023-04-19 22:01:54.713239+00:00,50462
3277_4_19_22,3277,263490,Rust,2023-04-19 22:01:54.713239+00:00,55393
45517_4_19_22,45517,29452,Virtual Casino,2023-04-19 22:01:54.713239+00:00,45936
131800_4_19_22,131800,512710,Call of Duty: Warzone,2023-04-19 22:01:54.713239+00:00,34286
1911_4_19_22,1911,29307,Path of Exile,2023-04-19 22:01:54.713239+00:00,32101
132181_4_19_22,132181,322503446,Resident Evil 4,2023-04-19 22:01:54.713239+00:00,30407
123_4_19_22,123,18122,World of Warcraft,2023-04-19 22:01:54.713239+00:00,26678
18866_4_19_22,18866,491487,Dead by Daylight,2023-04-19 22:01:54.713239+00:00,21371
205780_4_19_22,205780,1745202732,FIFA 23,2023-04-19 22:01:54.713239+00:00,24501
7360_4_19_22,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-19 22:01:54.713239+00:00,23380
119133_4_19_22,119133,512953,ELDEN RING,2023-04-19 22:01:54.713239+00:00,23389
1020_4_19_23,1020,32982,Grand Theft Auto V,2023-04-19 23:01:51.176348+00:00,178771
1372_4_19_23,1372,32399,Counter-Strike: Global Offensive,2023-04-19 23:01:51.176348+00:00,222111
121_4_19_23,121,27471,Minecraft,2023-04-19 23:01:51.176348+00:00,161047
126459_4_19_23,126459,516575,VALORANT,2023-04-19 23:01:51.176348+00:00,101137
115_4_19_23,115,21779,League of Legends,2023-04-19 23:01:51.176348+00:00,104498
1905_4_19_23,1905,33214,Fortnite,2023-04-19 23:01:51.176348+00:00,97599
131800_4_19_23,131800,512710,Call of Duty: Warzone,2023-04-19 23:01:51.176348+00:00,77441
114795_4_19_23,114795,511224,Apex Legends,2023-04-19 23:01:51.176348+00:00,55810
2963_4_19_23,2963,29595,Dota 2,2023-04-19 23:01:51.176348+00:00,62653
3277_4_19_23,3277,263490,Rust,2023-04-19 23:01:51.176348+00:00,50123
45517_4_19_23,45517,29452,Virtual Casino,2023-04-19 23:01:51.176348+00:00,42893
132181_4_19_23,132181,322503446,Resident Evil 4,2023-04-19 23:01:51.176348+00:00,28151
207266_4_19_23,207266,2009321156,Dark and Darker,2023-04-19 23:01:51.176348+00:00,28573
123_4_19_23,123,18122,World of Warcraft,2023-04-19 23:01:51.176348+00:00,26076
205780_4_19_23,205780,1745202732,FIFA 23,2023-04-19 23:01:51.176348+00:00,23762
7360_4_19_23,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-19 23:01:51.176348+00:00,22428
125174_4_19_23,125174,515025,Overwatch 2,2023-04-19 23:01:51.176348+00:00,15348
1911_4_19_23,1911,29307,Path of Exile,2023-04-19 23:01:51.176348+00:00,22225
1372_4_20_0,1372,32399,Counter-Strike: Global Offensive,2023-04-20 00:02:40.761146+00:00,250163
1020_4_20_0,1020,32982,Grand Theft Auto V,2023-04-20 00:02:40.761146+00:00,202044
121_4_20_0,121,27471,Minecraft,2023-04-20 00:02:40.761146+00:00,147818
126459_4_20_0,126459,516575,VALORANT,2023-04-20 00:02:40.761146+00:00,116907
115_4_20_0,115,21779,League of Legends,2023-04-20 00:02:40.761146+00:00,86000
131800_4_20_0,131800,512710,Call of Duty: Warzone,2023-04-20 00:02:40.761146+00:00,69915
1905_4_20_0,1905,33214,Fortnite,2023-04-20 00:02:40.761146+00:00,52543
114795_4_20_0,114795,511224,Apex Legends,2023-04-20 00:02:40.761146+00:00,57562
3277_4_20_0,3277,263490,Rust,2023-04-20 00:02:40.761146+00:00,48981
45517_4_20_0,45517,29452,Virtual Casino,2023-04-20 00:02:40.761146+00:00,41310
2963_4_20_0,2963,29595,Dota 2,2023-04-20 00:02:40.761146+00:00,38116
119277_4_20_0,119277,513181,Genshin Impact,2023-04-20 00:02:40.761146+00:00,26120
152257_4_20_0,152257,749092120,Wartales,2023-04-20 00:02:40.761146+00:00,27345
132181_4_20_0,132181,322503446,Resident Evil 4,2023-04-20 00:02:40.761146+00:00,23911
207266_4_20_0,207266,2009321156,Dark and Darker,2023-04-20 00:02:40.761146+00:00,25018
205780_4_20_0,205780,1745202732,FIFA 23,2023-04-20 00:02:40.761146+00:00,20594
120176_4_20_0,120176,513143,Teamfight Tactics,2023-04-20 00:02:40.761146+00:00,23683
18866_4_20_0,18866,491487,Dead by Daylight,2023-04-20 00:02:40.761146+00:00,12800
7360_4_20_0,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-20 00:02:40.761146+00:00,20566
1020_4_20_1,1020,32982,Grand Theft Auto V,2023-04-20 01:01:55.204268+00:00,183973
1372_4_20_1,1372,32399,Counter-Strike: Global Offensive,2023-04-20 01:01:55.204268+00:00,217066
121_4_20_1,121,27471,Minecraft,2023-04-20 01:01:55.204268+00:00,161649
126459_4_20_1,126459,516575,VALORANT,2023-04-20 01:01:55.204268+00:00,103909
115_4_20_1,115,21779,League of Legends,2023-04-20 01:01:55.204268+00:00,73877
1905_4_20_1,1905,33214,Fortnite,2023-04-20 01:01:55.204268+00:00,46001
114795_4_20_1,114795,511224,Apex Legends,2023-04-20 01:01:55.204268+00:00,48826
3277_4_20_1,3277,263490,Rust,2023-04-20 01:01:55.204268+00:00,52753
45517_4_20_1,45517,29452,Virtual Casino,2023-04-20 01:01:55.204268+00:00,41333
2963_4_20_1,2963,29595,Dota 2,2023-04-20 01:01:55.204268+00:00,30531
18866_4_20_1,18866,491487,Dead by Daylight,2023-04-20 01:01:55.204268+00:00,18193
131800_4_20_1,131800,512710,Call of Duty: Warzone,2023-04-20 01:01:55.204268+00:00,18974
125174_4_20_1,125174,515025,Overwatch 2,2023-04-20 01:01:55.204268+00:00,15885
207266_4_20_1,207266,2009321156,Dark and Darker,2023-04-20 01:01:55.204268+00:00,22287
132181_4_20_1,132181,322503446,Resident Evil 4,2023-04-20 01:01:55.204268+00:00,20152
123_4_20_1,123,18122,World of Warcraft,2023-04-20 01:01:55.204268+00:00,17628
200165_4_20_1,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-20 01:01:55.204268+00:00,8510
7360_4_20_1,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-20 01:01:55.204268+00:00,17315
205780_4_20_1,205780,1745202732,FIFA 23,2023-04-20 01:01:55.204268+00:00,16585
1020_4_20_2,1020,32982,Grand Theft Auto V,2023-04-20 02:01:49.537336+00:00,246582
121_4_20_2,121,27471,Minecraft,2023-04-20 02:01:49.537336+00:00,200397
126459_4_20_2,126459,516575,VALORANT,2023-04-20 02:01:49.537336+00:00,70946
115_4_20_2,115,21779,League of Legends,2023-04-20 02:01:49.537336+00:00,65910
1372_4_20_2,1372,32399,Counter-Strike: Global Offensive,2023-04-20 02:01:49.537336+00:00,58441
1905_4_20_2,1905,33214,Fortnite,2023-04-20 02:01:49.537336+00:00,36371
3277_4_20_2,3277,263490,Rust,2023-04-20 02:01:49.537336+00:00,57998
114795_4_20_2,114795,511224,Apex Legends,2023-04-20 02:01:49.537336+00:00,35180
45517_4_20_2,45517,29452,Virtual Casino,2023-04-20 02:01:49.537336+00:00,39873
18866_4_20_2,18866,491487,Dead by Daylight,2023-04-20 02:01:49.537336+00:00,19998
125174_4_20_2,125174,515025,Overwatch 2,2023-04-20 02:01:49.537336+00:00,19226
131800_4_20_2,131800,512710,Call of Duty: Warzone,2023-04-20 02:01:49.537336+00:00,19927
123_4_20_2,123,18122,World of Warcraft,2023-04-20 02:01:49.537336+00:00,18333
115276_4_20_2,115276,511399,Super Mario Maker 2,2023-04-20 02:01:49.537336+00:00,23948
207266_4_20_2,207266,2009321156,Dark and Darker,2023-04-20 02:01:49.537336+00:00,21852
2963_4_20_2,2963,29595,Dota 2,2023-04-20 02:01:49.537336+00:00,20105
200165_4_20_2,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-20 02:01:49.537336+00:00,7271
15536_4_20_2,15536,491931,Escape from Tarkov,2023-04-20 02:01:49.537336+00:00,16732
1020_4_20_3,1020,32982,Grand Theft Auto V,2023-04-20 03:02:13.772932+00:00,250655
115_4_20_3,115,21779,League of Legends,2023-04-20 03:02:13.772932+00:00,80017
126459_4_20_3,126459,516575,VALORANT,2023-04-20 03:02:13.772932+00:00,44987
121_4_20_3,121,27471,Minecraft,2023-04-20 03:02:13.772932+00:00,51297
3277_4_20_3,3277,263490,Rust,2023-04-20 03:02:13.772932+00:00,59190
1372_4_20_3,1372,32399,Counter-Strike: Global Offensive,2023-04-20 03:02:13.772932+00:00,47155
1905_4_20_3,1905,33214,Fortnite,2023-04-20 03:02:13.772932+00:00,28150
114795_4_20_3,114795,511224,Apex Legends,2023-04-20 03:02:13.772932+00:00,31326
125174_4_20_3,125174,515025,Overwatch 2,2023-04-20 03:02:13.772932+00:00,26623
45517_4_20_3,45517,29452,Virtual Casino,2023-04-20 03:02:13.772932+00:00,34637
18866_4_20_3,18866,491487,Dead by Daylight,2023-04-20 03:02:13.772932+00:00,22612
131800_4_20_3,131800,512710,Call of Duty: Warzone,2023-04-20 03:02:13.772932+00:00,25639
159029_4_20_3,159029,780302568,XDefiant,2023-04-20 03:02:13.772932+00:00,11400
207266_4_20_3,207266,2009321156,Dark and Darker,2023-04-20 03:02:13.772932+00:00,21637
123_4_20_3,123,18122,World of Warcraft,2023-04-20 03:02:13.772932+00:00,15372
132181_4_20_3,132181,322503446,Resident Evil 4,2023-04-20 03:02:13.772932+00:00,16139
200165_4_20_3,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-20 03:02:13.772932+00:00,6945
2963_4_20_3,2963,29595,Dota 2,2023-04-20 03:02:13.772932+00:00,18440
1020_4_20_4,1020,32982,Grand Theft Auto V,2023-04-20 04:01:59.911802+00:00,183173
121_4_20_4,121,27471,Minecraft,2023-04-20 04:01:59.911802+00:00,88281
115_4_20_4,115,21779,League of Legends,2023-04-20 04:01:59.911802+00:00,71945
126459_4_20_4,126459,516575,VALORANT,2023-04-20 04:01:59.911802+00:00,53889
3277_4_20_4,3277,263490,Rust,2023-04-20 04:01:59.911802+00:00,66252
45517_4_20_4,45517,29452,Virtual Casino,2023-04-20 04:01:59.911802+00:00,34878
1905_4_20_4,1905,33214,Fortnite,2023-04-20 04:01:59.911802+00:00,24264
114795_4_20_4,114795,511224,Apex Legends,2023-04-20 04:01:59.911802+00:00,32022
1372_4_20_4,1372,32399,Counter-Strike: Global Offensive,2023-04-20 04:01:59.911802+00:00,36064
125174_4_20_4,125174,515025,Overwatch 2,2023-04-20 04:01:59.911802+00:00,27223
131800_4_20_4,131800,512710,Call of Duty: Warzone,2023-04-20 04:01:59.911802+00:00,25477
18866_4_20_4,18866,491487,Dead by Daylight,2023-04-20 04:01:59.911802+00:00,16691
164243_4_20_4,164243,1535635666,MADiSON,2023-04-20 04:01:59.911802+00:00,21814
159029_4_20_4,159029,780302568,XDefiant,2023-04-20 04:01:59.911802+00:00,20012
200165_4_20_4,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-20 04:01:59.911802+00:00,7766
115276_4_20_4,115276,511399,Super Mario Maker 2,2023-04-20 04:01:59.911802+00:00,19334
152354_4_20_4,152354,1068239917,Mario Party Superstars,2023-04-20 04:01:59.911802+00:00,18724
123_4_20_4,123,18122,World of Warcraft,2023-04-20 04:01:59.911802+00:00,14511
1020_4_20_5,1020,32982,Grand Theft Auto V,2023-04-20 05:01:53.825788+00:00,137078
121_4_20_5,121,27471,Minecraft,2023-04-20 05:01:53.825788+00:00,91006
115_4_20_5,115,21779,League of Legends,2023-04-20 05:01:53.825788+00:00,59536
126459_4_20_5,126459,516575,VALORANT,2023-04-20 05:01:53.825788+00:00,45925
3277_4_20_5,3277,263490,Rust,2023-04-20 05:01:53.825788+00:00,65328
1372_4_20_5,1372,32399,Counter-Strike: Global Offensive,2023-04-20 05:01:53.825788+00:00,41603
45517_4_20_5,45517,29452,Virtual Casino,2023-04-20 05:01:53.825788+00:00,38509
1905_4_20_5,1905,33214,Fortnite,2023-04-20 05:01:53.825788+00:00,18739
114795_4_20_5,114795,511224,Apex Legends,2023-04-20 05:01:53.825788+00:00,22825
131800_4_20_5,131800,512710,Call of Duty: Warzone,2023-04-20 05:01:53.825788+00:00,24727
18866_4_20_5,18866,491487,Dead by Daylight,2023-04-20 05:01:53.825788+00:00,15945
125174_4_20_5,125174,515025,Overwatch 2,2023-04-20 05:01:53.825788+00:00,16458
146957_4_20_5,146957,1244970157,Undisputed,2023-04-20 05:01:53.825788+00:00,60
159029_4_20_5,159029,780302568,XDefiant,2023-04-20 05:01:53.825788+00:00,19877
205780_4_20_5,205780,1745202732,FIFA 23,2023-04-20 05:01:53.825788+00:00,15957
120176_4_20_5,120176,513143,Teamfight Tactics,2023-04-20 05:01:53.825788+00:00,17570
26764_4_20_5,26764,941530474,Mario Kart 8 Deluxe,2023-04-20 05:01:53.825788+00:00,616
121_4_20_6,121,27471,Minecraft,2023-04-20 06:02:06.278862+00:00,97519
1020_4_20_6,1020,32982,Grand Theft Auto V,2023-04-20 06:02:06.278862+00:00,83316
126459_4_20_6,126459,516575,VALORANT,2023-04-20 06:02:06.278862+00:00,45592
115_4_20_6,115,21779,League of Legends,2023-04-20 06:02:06.278862+00:00,45816
3277_4_20_6,3277,263490,Rust,2023-04-20 06:02:06.278862+00:00,37175
1372_4_20_6,1372,32399,Counter-Strike: Global Offensive,2023-04-20 06:02:06.278862+00:00,33278
1905_4_20_6,1905,33214,Fortnite,2023-04-20 06:02:06.278862+00:00,16415
45517_4_20_6,45517,29452,Virtual Casino,2023-04-20 06:02:06.278862+00:00,27409
114795_4_20_6,114795,511224,Apex Legends,2023-04-20 06:02:06.278862+00:00,18440
18866_4_20_6,18866,491487,Dead by Daylight,2023-04-20 06:02:06.278862+00:00,14927
120176_4_20_6,120176,513143,Teamfight Tactics,2023-04-20 06:02:06.278862+00:00,19938
136560_4_20_6,136560,518711,EA Sports UFC 4,2023-04-20 06:02:06.278862+00:00,19743
131800_4_20_6,131800,512710,Call of Duty: Warzone,2023-04-20 06:02:06.278862+00:00,15918
125174_4_20_6,125174,515025,Overwatch 2,2023-04-20 06:02:06.278862+00:00,13119
26764_4_20_6,26764,941530474,Mario Kart 8 Deluxe,2023-04-20 06:02:06.278862+00:00,18863
2963_4_20_6,2963,29595,Dota 2,2023-04-20 06:02:06.278862+00:00,18203
205780_4_20_6,205780,1745202732,FIFA 23,2023-04-20 06:02:06.278862+00:00,14929
1911_4_20_6,1911,29307,Path of Exile,2023-04-20 06:02:06.278862+00:00,15209
159029_4_20_6,159029,780302568,XDefiant,2023-04-20 06:02:06.278862+00:00,12991
115_4_20_7,115,21779,League of Legends,2023-04-20 07:02:35.060658+00:00,54353
1020_4_20_7,1020,32982,Grand Theft Auto V,2023-04-20 07:02:35.060658+00:00,53172
126459_4_20_7,126459,516575,VALORANT,2023-04-20 07:02:35.060658+00:00,47156
121_4_20_7,121,27471,Minecraft,2023-04-20 07:02:35.060658+00:00,47785
3277_4_20_7,3277,263490,Rust,2023-04-20 07:02:35.060658+00:00,46909
1372_4_20_7,1372,32399,Counter-Strike: Global Offensive,2023-04-20 07:02:35.060658+00:00,34508
45517_4_20_7,45517,29452,Virtual Casino,2023-04-20 07:02:35.060658+00:00,31887
1905_4_20_7,1905,33214,Fortnite,2023-04-20 07:02:35.060658+00:00,16684
120176_4_20_7,120176,513143,Teamfight Tactics,2023-04-20 07:02:35.060658+00:00,26298
114795_4_20_7,114795,511224,Apex Legends,2023-04-20 07:02:35.060658+00:00,13498
18866_4_20_7,18866,491487,Dead by Daylight,2023-04-20 07:02:35.060658+00:00,14667
125174_4_20_7,125174,515025,Overwatch 2,2023-04-20 07:02:35.060658+00:00,14455
2963_4_20_7,2963,29595,Dota 2,2023-04-20 07:02:35.060658+00:00,16627
1911_4_20_7,1911,29307,Path of Exile,2023-04-20 07:02:35.060658+00:00,16750
131800_4_20_7,131800,512710,Call of Duty: Warzone,2023-04-20 07:02:35.060658+00:00,13928
205780_4_20_7,205780,1745202732,FIFA 23,2023-04-20 07:02:35.060658+00:00,15423
1279_4_20_7,1279,138585,Hearthstone,2023-04-20 07:02:35.060658+00:00,14502
126459_4_20_8,126459,516575,VALORANT,2023-04-20 08:02:04.825513+00:00,55768
115_4_20_8,115,21779,League of Legends,2023-04-20 08:02:04.825513+00:00,57075
3277_4_20_8,3277,263490,Rust,2023-04-20 08:02:04.825513+00:00,51151
121_4_20_8,121,27471,Minecraft,2023-04-20 08:02:04.825513+00:00,47301
1020_4_20_8,1020,32982,Grand Theft Auto V,2023-04-20 08:02:04.825513+00:00,40086
1372_4_20_8,1372,32399,Counter-Strike: Global Offensive,2023-04-20 08:02:04.825513+00:00,36339
45517_4_20_8,45517,29452,Virtual Casino,2023-04-20 08:02:04.825513+00:00,29781
120176_4_20_8,120176,513143,Teamfight Tactics,2023-04-20 08:02:04.825513+00:00,30184
1905_4_20_8,1905,33214,Fortnite,2023-04-20 08:02:04.825513+00:00,16521
2963_4_20_8,2963,29595,Dota 2,2023-04-20 08:02:04.825513+00:00,23793
132181_4_20_8,132181,322503446,Resident Evil 4,2023-04-20 08:02:04.825513+00:00,22606
114795_4_20_8,114795,511224,Apex Legends,2023-04-20 08:02:04.825513+00:00,13927
131800_4_20_8,131800,512710,Call of Duty: Warzone,2023-04-20 08:02:04.825513+00:00,14648
1279_4_20_8,1279,138585,Hearthstone,2023-04-20 08:02:04.825513+00:00,16090
125174_4_20_8,125174,515025,Overwatch 2,2023-04-20 08:02:04.825513+00:00,12516
18866_4_20_8,18866,491487,Dead by Daylight,2023-04-20 08:02:04.825513+00:00,10915
123_4_20_8,123,18122,World of Warcraft,2023-04-20 08:02:04.825513+00:00,13912
1911_4_20_8,1911,29307,Path of Exile,2023-04-20 08:02:04.825513+00:00,12361
115_4_20_9,115,21779,League of Legends,2023-04-20 09:02:00.792994+00:00,67961
126459_4_20_9,126459,516575,VALORANT,2023-04-20 09:02:00.792994+00:00,59555
121_4_20_9,121,27471,Minecraft,2023-04-20 09:02:00.792994+00:00,53355
3277_4_20_9,3277,263490,Rust,2023-04-20 09:02:00.792994+00:00,55316
1372_4_20_9,1372,32399,Counter-Strike: Global Offensive,2023-04-20 09:02:00.792994+00:00,46627
1020_4_20_9,1020,32982,Grand Theft Auto V,2023-04-20 09:02:00.792994+00:00,36740
2963_4_20_9,2963,29595,Dota 2,2023-04-20 09:02:00.792994+00:00,32955
120176_4_20_9,120176,513143,Teamfight Tactics,2023-04-20 09:02:00.792994+00:00,31927
45517_4_20_9,45517,29452,Virtual Casino,2023-04-20 09:02:00.792994+00:00,27818
1905_4_20_9,1905,33214,Fortnite,2023-04-20 09:02:00.792994+00:00,18582
114795_4_20_9,114795,511224,Apex Legends,2023-04-20 09:02:00.792994+00:00,16881
125174_4_20_9,125174,515025,Overwatch 2,2023-04-20 09:02:00.792994+00:00,15289
1279_4_20_9,1279,138585,Hearthstone,2023-04-20 09:02:00.792994+00:00,18374
123_4_20_9,123,18122,World of Warcraft,2023-04-20 09:02:00.792994+00:00,16579
131800_4_20_9,131800,512710,Call of Duty: Warzone,2023-04-20 09:02:00.792994+00:00,16550
1911_4_20_9,1911,29307,Path of Exile,2023-04-20 09:02:00.792994+00:00,15085
18866_4_20_9,18866,491487,Dead by Daylight,2023-04-20 09:02:00.792994+00:00,10848
205780_4_20_9,205780,1745202732,FIFA 23,2023-04-20 09:02:00.792994+00:00,13510
126459_4_20_10,126459,516575,VALORANT,2023-04-20 10:01:56.516446+00:00,72861
115_4_20_10,115,21779,League of Legends,2023-04-20 10:01:56.516446+00:00,77633
3277_4_20_10,3277,263490,Rust,2023-04-20 10:01:56.516446+00:00,62584
121_4_20_10,121,27471,Minecraft,2023-04-20 10:01:56.516446+00:00,55780
2963_4_20_10,2963,29595,Dota 2,2023-04-20 10:01:56.516446+00:00,53640
1372_4_20_10,1372,32399,Counter-Strike: Global Offensive,2023-04-20 10:01:56.516446+00:00,42858
1020_4_20_10,1020,32982,Grand Theft Auto V,2023-04-20 10:01:56.516446+00:00,31734
114795_4_20_10,114795,511224,Apex Legends,2023-04-20 10:01:56.516446+00:00,27357
45517_4_20_10,45517,29452,Virtual Casino,2023-04-20 10:01:56.516446+00:00,28904
120176_4_20_10,120176,513143,Teamfight Tactics,2023-04-20 10:01:56.516446+00:00,26613
1905_4_20_10,1905,33214,Fortnite,2023-04-20 10:01:56.516446+00:00,16731
125174_4_20_10,125174,515025,Overwatch 2,2023-04-20 10:01:56.516446+00:00,18605
131800_4_20_10,131800,512710,Call of Duty: Warzone,2023-04-20 10:01:56.516446+00:00,18844
123_4_20_10,123,18122,World of Warcraft,2023-04-20 10:01:56.516446+00:00,16741
1279_4_20_10,1279,138585,Hearthstone,2023-04-20 10:01:56.516446+00:00,18437
1911_4_20_10,1911,29307,Path of Exile,2023-04-20 10:01:56.516446+00:00,16601
18866_4_20_10,18866,491487,Dead by Daylight,2023-04-20 10:01:56.516446+00:00,13193
115_4_20_11,115,21779,League of Legends,2023-04-20 11:02:06.808378+00:00,93177
126459_4_20_11,126459,516575,VALORANT,2023-04-20 11:02:06.808378+00:00,85029
3277_4_20_11,3277,263490,Rust,2023-04-20 11:02:06.808378+00:00,90951
121_4_20_11,121,27471,Minecraft,2023-04-20 11:02:06.808378+00:00,61208
2963_4_20_11,2963,29595,Dota 2,2023-04-20 11:02:06.808378+00:00,54877
1020_4_20_11,1020,32982,Grand Theft Auto V,2023-04-20 11:02:06.808378+00:00,37257
1372_4_20_11,1372,32399,Counter-Strike: Global Offensive,2023-04-20 11:02:06.808378+00:00,41402
120176_4_20_11,120176,513143,Teamfight Tactics,2023-04-20 11:02:06.808378+00:00,30179
114795_4_20_11,114795,511224,Apex Legends,2023-04-20 11:02:06.808378+00:00,22183
131800_4_20_11,131800,512710,Call of Duty: Warzone,2023-04-20 11:02:06.808378+00:00,25585
45517_4_20_11,45517,29452,Virtual Casino,2023-04-20 11:02:06.808378+00:00,24113
1905_4_20_11,1905,33214,Fortnite,2023-04-20 11:02:06.808378+00:00,16846
1279_4_20_11,1279,138585,Hearthstone,2023-04-20 11:02:06.808378+00:00,21834
18866_4_20_11,18866,491487,Dead by Daylight,2023-04-20 11:02:06.808378+00:00,17058
125174_4_20_11,125174,515025,Overwatch 2,2023-04-20 11:02:06.808378+00:00,17736
123_4_20_11,123,18122,World of Warcraft,2023-04-20 11:02:06.808378+00:00,18200
1911_4_20_11,1911,29307,Path of Exile,2023-04-20 11:02:06.808378+00:00,18028
3277_4_20_12,3277,263490,Rust,2023-04-20 12:01:47.207358+00:00,134612
115_4_20_12,115,21779,League of Legends,2023-04-20 12:01:47.207358+00:00,110853
126459_4_20_12,126459,516575,VALORANT,2023-04-20 12:01:47.207358+00:00,85670
121_4_20_12,121,27471,Minecraft,2023-04-20 12:01:47.207358+00:00,65541
1020_4_20_12,1020,32982,Grand Theft Auto V,2023-04-20 12:01:47.207358+00:00,50063
1372_4_20_12,1372,32399,Counter-Strike: Global Offensive,2023-04-20 12:01:47.207358+00:00,54670
2963_4_20_12,2963,29595,Dota 2,2023-04-20 12:01:47.207358+00:00,55214
7329_4_20_12,7329,460637,Dead Island 2,2023-04-20 12:01:47.207358+00:00,21653
114795_4_20_12,114795,511224,Apex Legends,2023-04-20 12:01:47.207358+00:00,24618
120176_4_20_12,120176,513143,Teamfight Tactics,2023-04-20 12:01:47.207358+00:00,31231
1905_4_20_12,1905,33214,Fortnite,2023-04-20 12:01:47.207358+00:00,19610
131800_4_20_12,131800,512710,Call of Duty: Warzone,2023-04-20 12:01:47.207358+00:00,22278
45517_4_20_12,45517,29452,Virtual Casino,2023-04-20 12:01:47.207358+00:00,24261
123_4_20_12,123,18122,World of Warcraft,2023-04-20 12:01:47.207358+00:00,20501
18866_4_20_12,18866,491487,Dead by Daylight,2023-04-20 12:01:47.207358+00:00,17492
1279_4_20_12,1279,138585,Hearthstone,2023-04-20 12:01:47.207358+00:00,21303
3277_4_20_13,3277,263490,Rust,2023-04-20 13:02:01.312479+00:00,162048
115_4_20_13,115,21779,League of Legends,2023-04-20 13:02:01.312479+00:00,118782
126459_4_20_13,126459,516575,VALORANT,2023-04-20 13:02:01.312479+00:00,78009
2963_4_20_13,2963,29595,Dota 2,2023-04-20 13:02:01.312479+00:00,96024
1020_4_20_13,1020,32982,Grand Theft Auto V,2023-04-20 13:02:01.312479+00:00,64664
121_4_20_13,121,27471,Minecraft,2023-04-20 13:02:01.312479+00:00,71765
