id,igdb_id,twitch_id,name,datetime,view_count
1020_4_5_0,1020,32982,Grand Theft Auto V,2023-04-05 00:03:37.620579+00:00,191043
126459_4_5_0,126459,516575,VALORANT,2023-04-05 00:03:37.620579+00:00,197287
115_4_5_0,115,21779,League of Legends,2023-04-05 00:03:37.620579+00:00,144215
121_4_5_0,121,27471,Minecraft,2023-04-05 00:03:37.620579+00:00,122003
114795_4_5_0,114795,511224,Apex Legends,2023-04-05 00:03:37.620579+00:00,68497
132181_4_5_0,132181,322503446,Resident Evil 4,2023-04-05 00:03:37.620579+00:00,54321
1905_4_5_0,1905,33214,Fortnite,2023-04-05 00:03:37.620579+00:00,39223
1372_4_5_0,1372,32399,Counter-Strike: Global Offensive,2023-04-05 00:03:37.620579+00:00,40933
2963_4_5_0,2963,29595,Dota 2,2023-04-05 00:03:37.620579+00:00,40725
7360_4_5_0,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-05 00:03:37.620579+00:00,30596
17269_4_5_0,17269,23020,ROBLOX,2023-04-05 00:03:37.620579+00:00,30428
123_4_5_0,123,18122,World of Warcraft,2023-04-05 00:03:37.620579+00:00,25545
205780_4_5_0,205780,1745202732,FIFA 23,2023-04-05 00:03:37.620579+00:00,25383
19320_4_5_0,19320,492810,Five Nights at Freddy's: Sister Location,2023-04-05 00:03:37.620579+00:00,27457
200165_4_5_0,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 00:03:37.620579+00:00,15846
15536_4_5_0,15536,491931,Escape from Tarkov,2023-04-05 00:03:37.620579+00:00,23736
131800_4_5_0,131800,512710,Call of Duty: Warzone,2023-04-05 00:03:37.620579+00:00,19775
45517_4_5_0,45517,29452,Virtual Casino,2023-04-05 00:03:37.620579+00:00,23073
212710_4_5_0,212710,1665150412,Meet Your Maker,2023-04-05 00:03:37.620579+00:00,22776
1020_4_5_1,1020,32982,Grand Theft Auto V,2023-04-05 01:02:32.463322+00:00,241859
126459_4_5_1,126459,516575,VALORANT,2023-04-05 01:02:32.463322+00:00,206536
115_4_5_1,115,21779,League of Legends,2023-04-05 01:02:32.463322+00:00,145618
121_4_5_1,121,27471,Minecraft,2023-04-05 01:02:32.463322+00:00,83675
1905_4_5_1,1905,33214,Fortnite,2023-04-05 01:02:32.463322+00:00,63203
132181_4_5_1,132181,322503446,Resident Evil 4,2023-04-05 01:02:32.463322+00:00,69886
114795_4_5_1,114795,511224,Apex Legends,2023-04-05 01:02:32.463322+00:00,42433
1372_4_5_1,1372,32399,Counter-Strike: Global Offensive,2023-04-05 01:02:32.463322+00:00,40601
2963_4_5_1,2963,29595,Dota 2,2023-04-05 01:02:32.463322+00:00,30961
123_4_5_1,123,18122,World of Warcraft,2023-04-05 01:02:32.463322+00:00,24050
11198_4_5_1,11198,30921,Rocket League,2023-04-05 01:02:32.463322+00:00,26316
200165_4_5_1,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 01:02:32.463322+00:00,17371
7360_4_5_1,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-05 01:02:32.463322+00:00,24800
18866_4_5_1,18866,491487,Dead by Daylight,2023-04-05 01:02:32.463322+00:00,15713
15536_4_5_1,15536,491931,Escape from Tarkov,2023-04-05 01:02:32.463322+00:00,21334
133379_4_5_1,133379,1754564141,Crab Champions,2023-04-05 01:02:32.463322+00:00,21619
125174_4_5_1,125174,515025,Overwatch 2,2023-04-05 01:02:32.463322+00:00,13584
131800_4_5_1,131800,512710,Call of Duty: Warzone,2023-04-05 01:02:32.463322+00:00,15869
45517_4_5_1,45517,29452,Virtual Casino,2023-04-05 01:02:32.463322+00:00,20615
1020_4_5_2,1020,32982,Grand Theft Auto V,2023-04-05 02:02:14.169094+00:00,238721
126459_4_5_2,126459,516575,VALORANT,2023-04-05 02:02:14.169094+00:00,113278
115_4_5_2,115,21779,League of Legends,2023-04-05 02:02:14.169094+00:00,97557
121_4_5_2,121,27471,Minecraft,2023-04-05 02:02:14.169094+00:00,91154
132181_4_5_2,132181,322503446,Resident Evil 4,2023-04-05 02:02:14.169094+00:00,54695
1905_4_5_2,1905,33214,Fortnite,2023-04-05 02:02:14.169094+00:00,33993
114795_4_5_2,114795,511224,Apex Legends,2023-04-05 02:02:14.169094+00:00,39396
1372_4_5_2,1372,32399,Counter-Strike: Global Offensive,2023-04-05 02:02:14.169094+00:00,47400
200165_4_5_2,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 02:02:14.169094+00:00,21014
18866_4_5_2,18866,491487,Dead by Daylight,2023-04-05 02:02:14.169094+00:00,19976
205780_4_5_2,205780,1745202732,FIFA 23,2023-04-05 02:02:14.169094+00:00,27541
11198_4_5_2,11198,30921,Rocket League,2023-04-05 02:02:14.169094+00:00,24548
123_4_5_2,123,18122,World of Warcraft,2023-04-05 02:02:14.169094+00:00,19181
15536_4_5_2,15536,491931,Escape from Tarkov,2023-04-05 02:02:14.169094+00:00,20679
125174_4_5_2,125174,515025,Overwatch 2,2023-04-05 02:02:14.169094+00:00,14495
133379_4_5_2,133379,1754564141,Crab Champions,2023-04-05 02:02:14.169094+00:00,21124
2963_4_5_2,2963,29595,Dota 2,2023-04-05 02:02:14.169094+00:00,20099
45517_4_5_2,45517,29452,Virtual Casino,2023-04-05 02:02:14.169094+00:00,20295
1020_4_5_3,1020,32982,Grand Theft Auto V,2023-04-05 03:02:32.312546+00:00,229941
121_4_5_3,121,27471,Minecraft,2023-04-05 03:02:32.312546+00:00,72425
126459_4_5_3,126459,516575,VALORANT,2023-04-05 03:02:32.312546+00:00,47761
115_4_5_3,115,21779,League of Legends,2023-04-05 03:02:32.312546+00:00,53235
132181_4_5_3,132181,322503446,Resident Evil 4,2023-04-05 03:02:32.312546+00:00,46661
114795_4_5_3,114795,511224,Apex Legends,2023-04-05 03:02:32.312546+00:00,37888
1905_4_5_3,1905,33214,Fortnite,2023-04-05 03:02:32.312546+00:00,24573
1372_4_5_3,1372,32399,Counter-Strike: Global Offensive,2023-04-05 03:02:32.312546+00:00,42131
200165_4_5_3,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 03:02:32.312546+00:00,22196
18866_4_5_3,18866,491487,Dead by Daylight,2023-04-05 03:02:32.312546+00:00,17884
123_4_5_3,123,18122,World of Warcraft,2023-04-05 03:02:32.312546+00:00,17793
7360_4_5_3,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-05 03:02:32.312546+00:00,22397
205780_4_5_3,205780,1745202732,FIFA 23,2023-04-05 03:02:32.312546+00:00,19539
125174_4_5_3,125174,515025,Overwatch 2,2023-04-05 03:02:32.312546+00:00,14726
15536_4_5_3,15536,491931,Escape from Tarkov,2023-04-05 03:02:32.312546+00:00,20202
2963_4_5_3,2963,29595,Dota 2,2023-04-05 03:02:32.312546+00:00,19447
133379_4_5_3,133379,1754564141,Crab Champions,2023-04-05 03:02:32.312546+00:00,19476
131800_4_5_3,131800,512710,Call of Duty: Warzone,2023-04-05 03:02:32.312546+00:00,13860
1020_4_5_4,1020,32982,Grand Theft Auto V,2023-04-05 04:02:27.033306+00:00,130430
121_4_5_4,121,27471,Minecraft,2023-04-05 04:02:27.033306+00:00,126690
126459_4_5_4,126459,516575,VALORANT,2023-04-05 04:02:27.033306+00:00,51082
115_4_5_4,115,21779,League of Legends,2023-04-05 04:02:27.033306+00:00,54051
152354_4_5_4,152354,1068239917,Mario Party Superstars,2023-04-05 04:02:27.033306+00:00,66570
114795_4_5_4,114795,511224,Apex Legends,2023-04-05 04:02:27.033306+00:00,33449
1905_4_5_4,1905,33214,Fortnite,2023-04-05 04:02:27.033306+00:00,22051
1372_4_5_4,1372,32399,Counter-Strike: Global Offensive,2023-04-05 04:02:27.033306+00:00,39591
132181_4_5_4,132181,322503446,Resident Evil 4,2023-04-05 04:02:27.033306+00:00,31188
200165_4_5_4,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 04:02:27.033306+00:00,20896
133379_4_5_4,133379,1754564141,Crab Champions,2023-04-05 04:02:27.033306+00:00,30561
18866_4_5_4,18866,491487,Dead by Daylight,2023-04-05 04:02:27.033306+00:00,15229
125174_4_5_4,125174,515025,Overwatch 2,2023-04-05 04:02:27.033306+00:00,15078
123_4_5_4,123,18122,World of Warcraft,2023-04-05 04:02:27.033306+00:00,15422
7360_4_5_4,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-05 04:02:27.033306+00:00,18596
205780_4_5_4,205780,1745202732,FIFA 23,2023-04-05 04:02:27.033306+00:00,19691
131800_4_5_4,131800,512710,Call of Duty: Warzone,2023-04-05 04:02:27.033306+00:00,14608
45517_4_5_4,45517,29452,Virtual Casino,2023-04-05 04:02:27.033306+00:00,19245
120176_4_5_4,120176,513143,Teamfight Tactics,2023-04-05 04:02:27.033306+00:00,18538
1020_4_5_5,1020,32982,Grand Theft Auto V,2023-04-05 05:02:31.880271+00:00,101372
126459_4_5_5,126459,516575,VALORANT,2023-04-05 05:02:31.880271+00:00,56972
121_4_5_5,121,27471,Minecraft,2023-04-05 05:02:31.880271+00:00,84339
115_4_5_5,115,21779,League of Legends,2023-04-05 05:02:31.880271+00:00,51162
131800_4_5_5,131800,512710,Call of Duty: Warzone,2023-04-05 05:02:31.880271+00:00,58617
114795_4_5_5,114795,511224,Apex Legends,2023-04-05 05:02:31.880271+00:00,32324
1372_4_5_5,1372,32399,Counter-Strike: Global Offensive,2023-04-05 05:02:31.880271+00:00,36559
1905_4_5_5,1905,33214,Fortnite,2023-04-05 05:02:31.880271+00:00,19394
132181_4_5_5,132181,322503446,Resident Evil 4,2023-04-05 05:02:31.880271+00:00,24899
119313_4_5_5,119313,512980,Fall Guys,2023-04-05 05:02:31.880271+00:00,29742
133379_4_5_5,133379,1754564141,Crab Champions,2023-04-05 05:02:31.880271+00:00,28539
200165_4_5_5,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 05:02:31.880271+00:00,16608
18866_4_5_5,18866,491487,Dead by Daylight,2023-04-05 05:02:31.880271+00:00,15769
120176_4_5_5,120176,513143,Teamfight Tactics,2023-04-05 05:02:31.880271+00:00,19425
125174_4_5_5,125174,515025,Overwatch 2,2023-04-05 05:02:31.880271+00:00,11572
1074_4_5_5,1074,2692,Super Mario 64,2023-04-05 05:02:31.880271+00:00,18116
123_4_5_5,123,18122,World of Warcraft,2023-04-05 05:02:31.880271+00:00,13749
1020_4_5_6,1020,32982,Grand Theft Auto V,2023-04-05 06:03:24.547638+00:00,103577
121_4_5_6,121,27471,Minecraft,2023-04-05 06:03:24.547638+00:00,72849
126459_4_5_6,126459,516575,VALORANT,2023-04-05 06:03:24.547638+00:00,48121
115_4_5_6,115,21779,League of Legends,2023-04-05 06:03:24.547638+00:00,54096
114795_4_5_6,114795,511224,Apex Legends,2023-04-05 06:03:24.547638+00:00,34258
1372_4_5_6,1372,32399,Counter-Strike: Global Offensive,2023-04-05 06:03:24.547638+00:00,34310
1905_4_5_6,1905,33214,Fortnite,2023-04-05 06:03:24.547638+00:00,16005
132181_4_5_6,132181,322503446,Resident Evil 4,2023-04-05 06:03:24.547638+00:00,19021
2963_4_5_6,2963,29595,Dota 2,2023-04-05 06:03:24.547638+00:00,21874
200165_4_5_6,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 06:03:24.547638+00:00,15567
18866_4_5_6,18866,491487,Dead by Daylight,2023-04-05 06:03:24.547638+00:00,14970
120176_4_5_6,120176,513143,Teamfight Tactics,2023-04-05 06:03:24.547638+00:00,19847
1074_4_5_6,1074,2692,Super Mario 64,2023-04-05 06:03:24.547638+00:00,18317
133379_4_5_6,133379,1754564141,Crab Champions,2023-04-05 06:03:24.547638+00:00,17646
45517_4_5_6,45517,29452,Virtual Casino,2023-04-05 06:03:24.547638+00:00,16611
1279_4_5_6,1279,138585,Hearthstone,2023-04-05 06:03:24.547638+00:00,15459
123_4_5_6,123,18122,World of Warcraft,2023-04-05 06:03:24.547638+00:00,13086
1020_4_5_7,1020,32982,Grand Theft Auto V,2023-04-05 07:03:11.295693+00:00,57093
121_4_5_7,121,27471,Minecraft,2023-04-05 07:03:11.295693+00:00,63288
115_4_5_7,115,21779,League of Legends,2023-04-05 07:03:11.295693+00:00,53810
126459_4_5_7,126459,516575,VALORANT,2023-04-05 07:03:11.295693+00:00,39920
114795_4_5_7,114795,511224,Apex Legends,2023-04-05 07:03:11.295693+00:00,38498
1372_4_5_7,1372,32399,Counter-Strike: Global Offensive,2023-04-05 07:03:11.295693+00:00,33320
1905_4_5_7,1905,33214,Fortnite,2023-04-05 07:03:11.295693+00:00,15195
2963_4_5_7,2963,29595,Dota 2,2023-04-05 07:03:11.295693+00:00,24395
120176_4_5_7,120176,513143,Teamfight Tactics,2023-04-05 07:03:11.295693+00:00,24716
136560_4_5_7,136560,518711,EA Sports UFC 4,2023-04-05 07:03:11.295693+00:00,22646
132181_4_5_7,132181,322503446,Resident Evil 4,2023-04-05 07:03:11.295693+00:00,17213
8258_4_5_7,8258,488615,Street Fighter V,2023-04-05 07:03:11.295693+00:00,21504
24654_4_5_7,24654,493597,New World,2023-04-05 07:03:11.295693+00:00,21137
45517_4_5_7,45517,29452,Virtual Casino,2023-04-05 07:03:11.295693+00:00,20602
18866_4_5_7,18866,491487,Dead by Daylight,2023-04-05 07:03:11.295693+00:00,14271
1074_4_5_7,1074,2692,Super Mario 64,2023-04-05 07:03:11.295693+00:00,17164
131800_4_5_7,131800,512710,Call of Duty: Warzone,2023-04-05 07:03:11.295693+00:00,12277
200165_4_5_7,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-05 07:03:11.295693+00:00,9446
19698_4_5_7,19698,417528,Albion Online,2023-04-05 07:03:11.295693+00:00,14487
115_4_5_8,115,21779,League of Legends,2023-04-05 08:02:41.607623+00:00,54522
1020_4_5_8,1020,32982,Grand Theft Auto V,2023-04-05 08:02:41.607623+00:00,46075
126459_4_5_8,126459,516575,VALORANT,2023-04-05 08:02:41.607623+00:00,38382
114795_4_5_8,114795,511224,Apex Legends,2023-04-05 08:02:41.607623+00:00,33841
1372_4_5_8,1372,32399,Counter-Strike: Global Offensive,2023-04-05 08:02:41.607623+00:00,36313
2963_4_5_8,2963,29595,Dota 2,2023-04-05 08:02:41.607623+00:00,26446
8258_4_5_8,8258,488615,Street Fighter V,2023-04-05 08:02:41.607623+00:00,25620
1905_4_5_8,1905,33214,Fortnite,2023-04-05 08:02:41.607623+00:00,15828
120176_4_5_8,120176,513143,Teamfight Tactics,2023-04-05 08:02:41.607623+00:00,23986
24654_4_5_8,24654,493597,New World,2023-04-05 08:02:41.607623+00:00,23897
132181_4_5_8,132181,322503446,Resident Evil 4,2023-04-05 08:02:41.607623+00:00,16715
45517_4_5_8,45517,29452,Virtual Casino,2023-04-05 08:02:41.607623+00:00,16722
1074_4_5_8,1074,2692,Super Mario 64,2023-04-05 08:02:41.607623+00:00,16010
18866_4_5_8,18866,491487,Dead by Daylight,2023-04-05 08:02:41.607623+00:00,11873
121_4_5_8,121,27471,Minecraft,2023-04-05 08:02:41.607623+00:00,12770
131800_4_5_8,131800,512710,Call of Duty: Warzone,2023-04-05 08:02:41.607623+00:00,12926
19698_4_5_8,19698,417528,Albion Online,2023-04-05 08:02:41.607623+00:00,14901
123_4_5_8,123,18122,World of Warcraft,2023-04-05 08:02:41.607623+00:00,11638
115_4_5_9,115,21779,League of Legends,2023-04-05 09:02:31.720537+00:00,73073
126459_4_5_9,126459,516575,VALORANT,2023-04-05 09:02:31.720537+00:00,36778
1020_4_5_9,1020,32982,Grand Theft Auto V,2023-04-05 09:02:31.720537+00:00,42059
1372_4_5_9,1372,32399,Counter-Strike: Global Offensive,2023-04-05 09:02:31.720537+00:00,41650
2963_4_5_9,2963,29595,Dota 2,2023-04-05 09:02:31.720537+00:00,40727
114795_4_5_9,114795,511224,Apex Legends,2023-04-05 09:02:31.720537+00:00,30381
8258_4_5_9,8258,488615,Street Fighter V,2023-04-05 09:02:31.720537+00:00,31207
24654_4_5_9,24654,493597,New World,2023-04-05 09:02:31.720537+00:00,26520
1905_4_5_9,1905,33214,Fortnite,2023-04-05 09:02:31.720537+00:00,17335
132181_4_5_9,132181,322503446,Resident Evil 4,2023-04-05 09:02:31.720537+00:00,18794
120176_4_5_9,120176,513143,Teamfight Tactics,2023-04-05 09:02:31.720537+00:00,18236
131800_4_5_9,131800,512710,Call of Duty: Warzone,2023-04-05 09:02:31.720537+00:00,15827
123_4_5_9,123,18122,World of Warcraft,2023-04-05 09:02:31.720537+00:00,13948
18866_4_5_9,18866,491487,Dead by Daylight,2023-04-05 09:02:31.720537+00:00,11636
19698_4_5_9,19698,417528,Albion Online,2023-04-05 09:02:31.720537+00:00,15319
1074_4_5_9,1074,2692,Super Mario 64,2023-04-05 09:02:31.720537+00:00,14451
121_4_5_9,121,27471,Minecraft,2023-04-05 09:02:31.720537+00:00,10701
45517_4_5_9,45517,29452,Virtual Casino,2023-04-05 09:02:31.720537+00:00,13676
1279_4_5_9,1279,138585,Hearthstone,2023-04-05 09:02:31.720537+00:00,13358
115_4_5_10,115,21779,League of Legends,2023-04-05 10:03:21.267646+00:00,117662
126459_4_5_10,126459,516575,VALORANT,2023-04-05 10:03:21.267646+00:00,45770
1372_4_5_10,1372,32399,Counter-Strike: Global Offensive,2023-04-05 10:03:21.267646+00:00,50359
2963_4_5_10,2963,29595,Dota 2,2023-04-05 10:03:21.267646+00:00,46585
114795_4_5_10,114795,511224,Apex Legends,2023-04-05 10:03:21.267646+00:00,34833
1020_4_5_10,1020,32982,Grand Theft Auto V,2023-04-05 10:03:21.267646+00:00,33659
8258_4_5_10,8258,488615,Street Fighter V,2023-04-05 10:03:21.267646+00:00,36937
1905_4_5_10,1905,33214,Fortnite,2023-04-05 10:03:21.267646+00:00,18535
132181_4_5_10,132181,322503446,Resident Evil 4,2023-04-05 10:03:21.267646+00:00,19530
131800_4_5_10,131800,512710,Call of Duty: Warzone,2023-04-05 10:03:21.267646+00:00,18580
120176_4_5_10,120176,513143,Teamfight Tactics,2023-04-05 10:03:21.267646+00:00,18721
123_4_5_10,123,18122,World of Warcraft,2023-04-05 10:03:21.267646+00:00,15558
45517_4_5_10,45517,29452,Virtual Casino,2023-04-05 10:03:21.267646+00:00,17527
18866_4_5_10,18866,491487,Dead by Daylight,2023-04-05 10:03:21.267646+00:00,13116
19698_4_5_10,19698,417528,Albion Online,2023-04-05 10:03:21.267646+00:00,16044
1279_4_5_10,1279,138585,Hearthstone,2023-04-05 10:03:21.267646+00:00,14794
125174_4_5_10,125174,515025,Overwatch 2,2023-04-05 10:03:21.267646+00:00,11010
115_4_5_11,115,21779,League of Legends,2023-04-05 11:02:35.523965+00:00,139674
126459_4_5_11,126459,516575,VALORANT,2023-04-05 11:02:35.523965+00:00,90466
1372_4_5_11,1372,32399,Counter-Strike: Global Offensive,2023-04-05 11:02:35.523965+00:00,62348
114795_4_5_11,114795,511224,Apex Legends,2023-04-05 11:02:35.523965+00:00,38382
1020_4_5_11,1020,32982,Grand Theft Auto V,2023-04-05 11:02:35.523965+00:00,37005
2963_4_5_11,2963,29595,Dota 2,2023-04-05 11:02:35.523965+00:00,44334
8258_4_5_11,8258,488615,Street Fighter V,2023-04-05 11:02:35.523965+00:00,36258
1905_4_5_11,1905,33214,Fortnite,2023-04-05 11:02:35.523965+00:00,21197
120176_4_5_11,120176,513143,Teamfight Tactics,2023-04-05 11:02:35.523965+00:00,25073
131800_4_5_11,131800,512710,Call of Duty: Warzone,2023-04-05 11:02:35.523965+00:00,21435
123_4_5_11,123,18122,World of Warcraft,2023-04-05 11:02:35.523965+00:00,18654
132181_4_5_11,132181,322503446,Resident Evil 4,2023-04-05 11:02:35.523965+00:00,19782
1279_4_5_11,1279,138585,Hearthstone,2023-04-05 11:02:35.523965+00:00,17578
18866_4_5_11,18866,491487,Dead by Daylight,2023-04-05 11:02:35.523965+00:00,14061
19698_4_5_11,19698,417528,Albion Online,2023-04-05 11:02:35.523965+00:00,15785
45517_4_5_11,45517,29452,Virtual Casino,2023-04-05 11:02:35.523965+00:00,15342
26128_4_5_11,26128,490100,Lost Ark,2023-04-05 11:02:35.523965+00:00,14068
15536_4_5_11,15536,491931,Escape from Tarkov,2023-04-05 11:02:35.523965+00:00,13466
115_4_5_12,115,21779,League of Legends,2023-04-05 12:02:41.891079+00:00,155525
126459_4_5_12,126459,516575,VALORANT,2023-04-05 12:02:41.891079+00:00,100660
1020_4_5_12,1020,32982,Grand Theft Auto V,2023-04-05 12:02:41.891079+00:00,47751
8258_4_5_12,8258,488615,Street Fighter V,2023-04-05 12:02:41.891079+00:00,61288
2963_4_5_12,2963,29595,Dota 2,2023-04-05 12:02:41.891079+00:00,58397
1372_4_5_12,1372,32399,Counter-Strike: Global Offensive,2023-04-05 12:02:41.891079+00:00,50406
114795_4_5_12,114795,511224,Apex Legends,2023-04-05 12:02:41.891079+00:00,38229
1905_4_5_12,1905,33214,Fortnite,2023-04-05 12:02:41.891079+00:00,21927
123_4_5_12,123,18122,World of Warcraft,2023-04-05 12:02:41.891079+00:00,23110
120176_4_5_12,120176,513143,Teamfight Tactics,2023-04-05 12:02:41.891079+00:00,23944
45517_4_5_12,45517,29452,Virtual Casino,2023-04-05 12:02:41.891079+00:00,23806
132181_4_5_12,132181,322503446,Resident Evil 4,2023-04-05 12:02:41.891079+00:00,20648
1279_4_5_12,1279,138585,Hearthstone,2023-04-05 12:02:41.891079+00:00,21986
18866_4_5_12,18866,491487,Dead by Daylight,2023-04-05 12:02:41.891079+00:00,17012
15536_4_5_12,15536,491931,Escape from Tarkov,2023-04-05 12:02:41.891079+00:00,16164
19698_4_5_12,19698,417528,Albion Online,2023-04-05 12:02:41.891079+00:00,17109
26128_4_5_12,26128,490100,Lost Ark,2023-04-05 12:02:41.891079+00:00,14808
131800_4_5_12,131800,512710,Call of Duty: Warzone,2023-04-05 12:02:41.891079+00:00,14763
115_4_5_13,115,21779,League of Legends,2023-04-05 13:02:17.197443+00:00,182122
126459_4_5_13,126459,516575,VALORANT,2023-04-05 13:02:17.197443+00:00,101888
2963_4_5_13,2963,29595,Dota 2,2023-04-05 13:02:17.197443+00:00,73171
1020_4_5_13,1020,32982,Grand Theft Auto V,2023-04-05 13:02:17.197443+00:00,53470
1372_4_5_13,1372,32399,Counter-Strike: Global Offensive,2023-04-05 13:02:17.197443+00:00,62248
114795_4_5_13,114795,511224,Apex Legends,2023-04-05 13:02:17.197443+00:00,48652
8258_4_5_13,8258,488615,Street Fighter V,2023-04-05 13:02:17.197443+00:00,39166
1905_4_5_13,1905,33214,Fortnite,2023-04-05 13:02:17.197443+00:00,27699
123_4_5_13,123,18122,World of Warcraft,2023-04-05 13:02:17.197443+00:00,30424
1279_4_5_13,1279,138585,Hearthstone,2023-04-05 13:02:17.197443+00:00,27353
18866_4_5_13,18866,491487,Dead by Daylight,2023-04-05 13:02:17.197443+00:00,21773
132181_4_5_13,132181,322503446,Resident Evil 4,2023-04-05 13:02:17.197443+00:00,21961
241332_4_5_13,241332,1286840579,Demonologist,2023-04-05 13:02:17.197443+00:00,24497
131800_4_5_13,131800,512710,Call of Duty: Warzone,2023-04-05 13:02:17.197443+00:00,21036
120176_4_5_13,120176,513143,Teamfight Tactics,2023-04-05 13:02:17.197443+00:00,22705
15536_4_5_13,15536,491931,Escape from Tarkov,2023-04-05 13:02:17.197443+00:00,18000
45517_4_5_13,45517,29452,Virtual Casino,2023-04-05 13:02:17.197443+00:00,18873
19698_4_5_13,19698,417528,Albion Online,2023-04-05 13:02:17.197443+00:00,18242
115_4_5_14,115,21779,League of Legends,2023-04-05 14:01:52.568901+00:00,154787
126459_4_5_14,126459,516575,VALORANT,2023-04-05 14:01:52.568901+00:00,104232
2963_4_5_14,2963,29595,Dota 2,2023-04-05 14:01:52.568901+00:00,85166
1020_4_5_14,1020,32982,Grand Theft Auto V,2023-04-05 14:01:52.568901+00:00,57784
1372_4_5_14,1372,32399,Counter-Strike: Global Offensive,2023-04-05 14:01:52.568901+00:00,64737
114795_4_5_14,114795,511224,Apex Legends,2023-04-05 14:01:52.568901+00:00,53749
1905_4_5_14,1905,33214,Fortnite,2023-04-05 14:01:52.568901+00:00,33631
123_4_5_14,123,18122,World of Warcraft,2023-04-05 14:01:52.568901+00:00,35049
8258_4_5_14,8258,488615,Street Fighter V,2023-04-05 14:01:52.568901+00:00,39411
131800_4_5_14,131800,512710,Call of Duty: Warzone,2023-04-05 14:01:52.568901+00:00,34199
132181_4_5_14,132181,322503446,Resident Evil 4,2023-04-05 14:01:52.568901+00:00,24865
18866_4_5_14,18866,491487,Dead by Daylight,2023-04-05 14:01:52.568901+00:00,20802
120176_4_5_14,120176,513143,Teamfight Tactics,2023-04-05 14:01:52.568901+00:00,26201
241332_4_5_14,241332,1286840579,Demonologist,2023-04-05 14:01:52.568901+00:00,24414
15536_4_5_14,15536,491931,Escape from Tarkov,2023-04-05 14:01:52.568901+00:00,18324
121_4_5_14,121,27471,Minecraft,2023-04-05 14:01:52.568901+00:00,16397
45517_4_5_14,45517,29452,Virtual Casino,2023-04-05 14:01:52.568901+00:00,21251
205780_4_5_14,205780,1745202732,FIFA 23,2023-04-05 14:01:52.568901+00:00,18468
115_4_5_15,115,21779,League of Legends,2023-04-05 15:02:39.737126+00:00,192689
126459_4_5_15,126459,516575,VALORANT,2023-04-05 15:02:39.737126+00:00,112127
1020_4_5_15,1020,32982,Grand Theft Auto V,2023-04-05 15:02:39.737126+00:00,68115
2963_4_5_15,2963,29595,Dota 2,2023-04-05 15:02:39.737126+00:00,78154
114795_4_5_15,114795,511224,Apex Legends,2023-04-05 15:02:39.737126+00:00,58924
1372_4_5_15,1372,32399,Counter-Strike: Global Offensive,2023-04-05 15:02:39.737126+00:00,62491
1905_4_5_15,1905,33214,Fortnite,2023-04-05 15:02:39.737126+00:00,41350
123_4_5_15,123,18122,World of Warcraft,2023-04-05 15:02:39.737126+00:00,35751
8258_4_5_15,8258,488615,Street Fighter V,2023-04-05 15:02:39.737126+00:00,37248
131800_4_5_15,131800,512710,Call of Duty: Warzone,2023-04-05 15:02:39.737126+00:00,27698
132181_4_5_15,132181,322503446,Resident Evil 4,2023-04-05 15:02:39.737126+00:00,25286
205780_4_5_15,205780,1745202732,FIFA 23,2023-04-05 15:02:39.737126+00:00,27174
18866_4_5_15,18866,491487,Dead by Daylight,2023-04-05 15:02:39.737126+00:00,21869
120176_4_5_15,120176,513143,Teamfight Tactics,2023-04-05 15:02:39.737126+00:00,24798
121_4_5_15,121,27471,Minecraft,2023-04-05 15:02:39.737126+00:00,18175
241332_4_5_15,241332,1286840579,Demonologist,2023-04-05 15:02:39.737126+00:00,22922
15536_4_5_15,15536,491931,Escape from Tarkov,2023-04-05 15:02:39.737126+00:00,19608
24654_4_5_15,24654,493597,New World,2023-04-05 15:02:39.737126+00:00,22424
1911_4_5_15,1911,29307,Path of Exile,2023-04-05 15:02:39.737126+00:00,22246
115_4_5_16,115,21779,League of Legends,2023-04-05 16:02:02.097656+00:00,213259
126459_4_5_16,126459,516575,VALORANT,2023-04-05 16:02:02.097656+00:00,118113
1020_4_5_16,1020,32982,Grand Theft Auto V,2023-04-05 16:02:02.097656+00:00,88463
2963_4_5_16,2963,29595,Dota 2,2023-04-05 16:02:02.097656+00:00,85904
1372_4_5_16,1372,32399,Counter-Strike: Global Offensive,2023-04-05 16:02:02.097656+00:00,68982
114795_4_5_16,114795,511224,Apex Legends,2023-04-05 16:02:02.097656+00:00,56584
1905_4_5_16,1905,33214,Fortnite,2023-04-05 16:02:02.097656+00:00,46719
123_4_5_16,123,18122,World of Warcraft,2023-04-05 16:02:02.097656+00:00,42609
205780_4_5_16,205780,1745202732,FIFA 23,2023-04-05 16:02:02.097656+00:00,32776
